trial_id,product_ids,display_product,historical_product_name,species_tags,challenge_tags,country,year,sample_size,duration,dosage,comparator,evidence_type,evidence_strength,headline,customer_facing_summary,result_index,result_metric,control_value,treatment_value,unit,effect_or_note,source_pdf_pages,source_document
zincotin-breeder-iran-2019,zincotin,Zincotin,,broiler,egg-performance|eggshell-quality|leg-problems,Iran,2019,30278,Weeks 40-67,,,field-trial,4,"30,278-breeder hatchability trial",Zincotin improved hatchability and egg-production measures in broiler breeders.,4,Egg weight,,0.36,g above control,,104|105,Science in the Field Booklet.pdf
zincotin-broiler-portugal-2018,zincotin,Zincotin,,broiler,fcr-weight-gain|leg-problems|gut-health,Portugal,2018,25000,42 days,,,field-trial,4,"25,000-broiler performance trial",Zincotin improved average weight and FCR; litter quality was better in the treated flock.,1,Average weight,,,%,+7.40%,106|107,Science in the Field Booklet.pdf
zincotin-broiler-portugal-2018,zincotin,Zincotin,,broiler,fcr-weight-gain|leg-problems|gut-health,Portugal,2018,25000,42 days,,,field-trial,4,"25,000-broiler performance trial",Zincotin improved average weight and FCR; litter quality was better in the treated flock.,2,FCR,,,%,-2.00%,106|107,Science in the Field Booklet.pdf
zincotin-broiler-thailand-2013,zincotin,Zincotin,,broiler,fcr-weight-gain|leg-problems|carcass-quality,Thailand,2013,47600,42 days,,,field-trial,5,"47,600-broiler performance and footburn trial",Zincotin improved daily gain and FCR and reduced footburn condemnation.,1,ADG,,,%,+2.20%,108|109,Science in the Field Booklet.pdf
zincotin-broiler-thailand-2013,zincotin,Zincotin,,broiler,fcr-weight-gain|leg-problems|carcass-quality,Thailand,2013,47600,42 days,,,field-trial,5,"47,600-broiler performance and footburn trial",Zincotin improved daily gain and FCR and reduced footburn condemnation.,2,FCR,,,%,-1.70%,108|109,Science in the Field Booklet.pdf
zincotin-broiler-thailand-2013,zincotin,Zincotin,,broiler,fcr-weight-gain|leg-problems|carcass-quality,Thailand,2013,47600,42 days,,,field-trial,5,"47,600-broiler performance and footburn trial",Zincotin improved daily gain and FCR and reduced footburn condemnation.,3,Footburn condemnation,,,%,-24.65%,108|109,Science in the Field Booklet.pdf
turbo-grow-broiler-iran-2014,turbo-grow,Turbo Grow,Turbo Tox,broiler,vaccine-reaction|fcr-weight-gain|gut-health|mycotoxins,Iran,2014,360,6 weeks,1 g/kg feed,No-additive control; Competitor A enzyme,controlled-trial,4,"Broiler Gumboro antibody, weight-gain and FCR trial","Broilers fed Turbo Grow showed higher Gumboro antibody titres at later measurements, greater body-weight gain and lower FCR than the control diet.",1,Gumboro antibody titre,,,,"Higher in Turbo Grow-fed birds at days 14, 28 and 42; days 28 and 42 greater than control",80|81,Science in the Field Booklet.pdf
turbo-grow-broiler-iran-2014,turbo-grow,Turbo Grow,Turbo Tox,broiler,vaccine-reaction|fcr-weight-gain|gut-health|mycotoxins,Iran,2014,360,6 weeks,1 g/kg feed,No-additive control; Competitor A enzyme,controlled-trial,4,"Broiler Gumboro antibody, weight-gain and FCR trial","Broilers fed Turbo Grow showed higher Gumboro antibody titres at later measurements, greater body-weight gain and lower FCR than the control diet.",2,Body-weight gain,,,,Greater than control diet,80|81,Science in the Field Booklet.pdf
turbo-grow-broiler-iran-2014,turbo-grow,Turbo Grow,Turbo Tox,broiler,vaccine-reaction|fcr-weight-gain|gut-health|mycotoxins,Iran,2014,360,6 weeks,1 g/kg feed,No-additive control; Competitor A enzyme,controlled-trial,4,"Broiler Gumboro antibody, weight-gain and FCR trial","Broilers fed Turbo Grow showed higher Gumboro antibody titres at later measurements, greater body-weight gain and lower FCR than the control diet.",3,FCR,,,,Lower than control throughout the experiment,80|81,Science in the Field Booklet.pdf
turbo-grow-broiler-peru-2015,turbo-grow,Turbo Grow,Turbo Tox,broiler,fcr-weight-gain|antibiotic-reduction|gut-health|mycotoxins,Peru,2015,400,45 days,Two Turbo Grow inclusion levels tested,Control treatment containing antibiotic,controlled-trial,4,Broiler non-antibiotic growth-promoter inclusion-level trial,Turbo Grow treatments produced significantly better performance than the antibiotic-containing control; 1.5 kg/ton gave the best production parameters and 1 kg/ton the best cost/benefit ratio.,1,Overall performance,,,,Turbo Grow treatments significantly better than antibiotic-containing control (p<0.05),82|83,Science in the Field Booklet.pdf
turbo-grow-broiler-peru-2015,turbo-grow,Turbo Grow,Turbo Tox,broiler,fcr-weight-gain|antibiotic-reduction|gut-health|mycotoxins,Peru,2015,400,45 days,Two Turbo Grow inclusion levels tested,Control treatment containing antibiotic,controlled-trial,4,Broiler non-antibiotic growth-promoter inclusion-level trial,Turbo Grow treatments produced significantly better performance than the antibiotic-containing control; 1.5 kg/ton gave the best production parameters and 1 kg/ton the best cost/benefit ratio.,2,Best production inclusion,,1.5,kg/ton,Best production parameters,82|83,Science in the Field Booklet.pdf
turbo-grow-broiler-peru-2015,turbo-grow,Turbo Grow,Turbo Tox,broiler,fcr-weight-gain|antibiotic-reduction|gut-health|mycotoxins,Peru,2015,400,45 days,Two Turbo Grow inclusion levels tested,Control treatment containing antibiotic,controlled-trial,4,Broiler non-antibiotic growth-promoter inclusion-level trial,Turbo Grow treatments produced significantly better performance than the antibiotic-containing control; 1.5 kg/ton gave the best production parameters and 1 kg/ton the best cost/benefit ratio.,3,Best cost/benefit inclusion,,1,kg/ton,Best cost/benefit ratio,82|83,Science in the Field Booklet.pdf
turbo-grow-broiler-peru-2017,turbo-grow,Turbo Grow,Turbo Tox,broiler,fcr-weight-gain|gut-health|mycotoxins,Peru,2017,1920,35 days,1 kg/ton feed,Commercial MOS product at 1 kg/ton feed,field-trial,4,"1,920-broiler competitor comparison",Turbo Grow improved weekly body-weight gain and feed conversion compared with the commercial MOS comparator.,1,Weekly body-weight gain,,,,Improved average weekly body-weight gain in Turbo Grow groups,84|85,Science in the Field Booklet.pdf
turbo-grow-broiler-peru-2017,turbo-grow,Turbo Grow,Turbo Tox,broiler,fcr-weight-gain|gut-health|mycotoxins,Peru,2017,1920,35 days,1 kg/ton feed,Commercial MOS product at 1 kg/ton feed,field-trial,4,"1,920-broiler competitor comparison",Turbo Grow improved weekly body-weight gain and feed conversion compared with the commercial MOS comparator.,2,FCR,,,,Improved average feed conversion versus commercial MOS comparator,84|85,Science in the Field Booklet.pdf
turbo-grow-dairy-philippines-2016,turbo-grow,Turbo Grow,Turbo Tox,ruminant,milk-yield|mycotoxins|fcr-weight-gain,Philippines,2016,27-49,4 months,100 g/animal/day,Basal diet control / pre-application performance,field-trial,4,Dairy cattle milk-yield and net-income field trial,"In Batangas dairy cattle under tropical conditions and poor-quality roughage, Turbo Grow improved milk output and net income versus the non-treated comparison.",1,Milk production,,,%,+17% versus non-treated group,88|89,Science in the Field Booklet.pdf
turbo-grow-dairy-philippines-2016,turbo-grow,Turbo Grow,Turbo Tox,ruminant,milk-yield|mycotoxins|fcr-weight-gain,Philippines,2016,27-49,4 months,100 g/animal/day,Basal diet control / pre-application performance,field-trial,4,Dairy cattle milk-yield and net-income field trial,"In Batangas dairy cattle under tropical conditions and poor-quality roughage, Turbo Grow improved milk output and net income versus the non-treated comparison.",2,Net income,,,%,+12% versus non-treated group,88|89,Science in the Field Booklet.pdf
turbo-grow-dairy-sudan-2016,turbo-grow,Turbo Grow,Turbo Tox,ruminant,milk-yield|fcr-weight-gain,Sudan,2016,4,20 days,100 g/cow/day after 4-day baseline,First 4 days without additive / herd peers,field-observation,2,Low-milk-yield dairy-cow field case,"Four recently calved low-producing cows showed improved health, feed intake and progressively recovering milk yield after Turbo Grow supplementation.",1,Feed intake / condition,,,,Improved quickly after application,90|91,Science in the Field Booklet.pdf
turbo-grow-dairy-sudan-2016,turbo-grow,Turbo Grow,Turbo Tox,ruminant,milk-yield|fcr-weight-gain,Sudan,2016,4,20 days,100 g/cow/day after 4-day baseline,First 4 days without additive / herd peers,field-observation,2,Low-milk-yield dairy-cow field case,"Four recently calved low-producing cows showed improved health, feed intake and progressively recovering milk yield after Turbo Grow supplementation.",2,Milk yield,,,,Improved progressively toward the level of better-performing herd mates,90|91,Science in the Field Booklet.pdf
